clean,label
aplikasi sngat bantu mudah mesan,0
hai kak baik layan dong kendala sulit gak cekout barang sering eror aplikasi oren,0
udah hari sen shopeefood tapi gapernag dapet driver udah sampe order tetep aja gadapet driver aplikasi gajelas,1
baik shoppe gak tipu banding toko belah isi tipu semua,0
oke bunga cicil shopee pinjam gede ddong,1
kurang iklan maap kasi bintang tiap buka aplikasi lain selalu saja iklan benar benar ganggu terima kasih,0
barang sesuai sama foto mana harga murah murah lagi mantep bangett,1
ngajuin spaylater kaga pernah acc pdahal blm pernah minjem apk lain samsek,0
shopee express standard jauh kirim paling lama banding kurir lain padahal ongkirnya sama jnt tapi paket gak nyampe resi jarang update standard atau hemat sama sama ekpedisi parah sih ekspedisi sampah minggu palembang medan gak gera sama sekali,0
joz murah bos,1
kolom cari laen laen keluar cari laras senapan kluar ipon trus kenapa harus life fidio sungguh sangat menggu apalagi dividio cocok sama jual beda barang,0
moga tiap hari gratis ongkir,1
yaaaa begitu,1
terimakasih atas hadir shopee telah mudah belanja,1
mohon jika toko gak jujur shoppe contoh pesan gak sesuai barang datang mohon dapat sangsi keluar aplikasi shopee biar jera gak bohong konsumen shopee harus jaga citra supaya konsumen gak pada kecewa,0
shopee bagai langgan belanja online banyak barang harga murah kirim tepat waktu,1
buruk benar promo shopee sampai bawa kita masuk etalase mereka ketika kita sedang tonton atau dengar lagu kenapa begitu paksa sangat menganggu langgar privasi baik cara iklan kalian walaupun penguna shopee namun suka iklan kalian,0
shopee memang top mudah kita belanja cara online,1
nth kek apa apk,0
sangat puas dgn layan toko kurir,1
alam baik sekali aplikasi,0
banyak promo harga murah shopee,1
oke,1
sangat bagus apalagi kalo baru download terus udh akun harga murah murah banget terus mana video biasa kayak youtube nonton pokok bagus,1
kami semua guna shopee perangkat masing arti kami nyaman,1
belanja online paling praktis,1
cod nonaktif padahal salah kurir,0
adu lewat email tetap aja akun beku spaylater padahal pinjam lagi shope kenapa akun shope paylater beku intragram sama saja beku akun spaylaternya udah thun,0
mudah cepat aman muas,1
tolong dong shopee mau ngaduin masalah beli pulsa tanggal april belum masuk cek manual belum masuk mau ngaduin customer service malah sistem trs gimana solusi harus ngadu mana,0
payah paket datang selalu jam malam,0
fast respon amanah,1
rasa enak belanja sopee tapi kita sering buat kecewa barang kita pesan karna tdk sesuai dgn pidio pidio asli kirim,1
toko kuning mantap,0
bagus banget aplikasi banyak voucher,1
barang iklan sesuai kirim kirim tepat waktu pokok shopee baik,1
kadang barang,1
keren luar biasa,1
dah,0
aplikasi sih biasa sjaa tapi jasa kirim pakai spx rating tinggi barang rusak,1
alam lama belanja shopee baik muas,0
layan kurang muas,0
ktp pake akun shopee lama sulit buka akun lupa,0
usaha besar tapi optimisasi aplikasi jongkok parah padahal pakai snapdragon gen tapi tetep lot lag stuttering,0
sangat cocok rekomendasi,0
makasih coin dapat susah payah masa ambil koin aja kira akun ong padahal udah verifikasi member vip lah sukses selalu,1
belanja tanpa ribet,0
iklan nyebelin masa pencet malah masuk ngeselin parah,0
iklan apk lain bikin kesel,0
happy aja,1
tangan csnya lelet semua masalah proses lama lelet banget kerja apalagi paket sering stuck transit ulang ulang,1
benci iklan shopy krn tiap main game iklan lngsng masuk aplikasi shopy,0
sippp lah harus tepat tanggal boss,0
tau yaa smnjk donlot lgsg suka apk mudah erti fast respon trs para jual amanah tiap beli lewat platform nyaris prnh kecewa,1
shoppe pengirimany sekarang lambat sekali pesan hampir minggu belum datang sama sekali parah shoppe,0
sopi jelek nggak lanja,0
bagus murah murah banget,1
shoppe deh recomended bnget hrga murah kwalitas brg bagus kirim cepat gratis ongkir,1
tolong hapus data spinjam karna dana cair,0
harga murah murah banyak diskon,1
shopee mantap mohon sangat jika memang jadi curang dalam jual apalagi toko sengaja jual produk namun barang jual sesuai apa iklan sikat langsung sebab coreng bijak shoppe jelas unsur sengaja curang harap toko beli malas return atau retur krn unboxing berrti memang toko curat marit sebab toko amanah itu prioritas puas konsumen adalah bahagia dagang,0
shoppe skrng pngirimnnya udh jlas bgt slalu mleset jauh estimasi,0
gila tiap buka apk lain malah langsung keshopee tanpa mencet iklan apa,0
mohon baik lagi sistem iklan nyaa,0
sesuai,1
seru selain belanja dgn nyaman harga pas gamenya,1
belanja shopee amanah kirim tepat waktu moga shopee makin jaya,1
tollong lah pihak shope kasih titik kordinat tuh akurat buat apa taruh alamat sesuai kalo kordinat kirim lenceng kasi kurir kirim tadi ter hambat paham klaim kompensasi tuh gak berapa bukan cuma sulit jual seler sulit kirim alhasil customer kecewa,0
apk okee banget mudah kalo beli barang,1
berapa kali pesan shopee selalu aman jika guna sistem cod saat guna sistem langsung bayar baik briva atau shopee pay sering dapat kendala paket mandek atau jelas mana ada saran saja mau pesan barang jangan beli toko sedia sistem cod krn ujung ribet sendiri,0
saat buka aplikasi jangan langsung arah fitur live video ganggu banget,1
kualitas barang kurang sesuai,1
aplikasi bantu tapi plisss deh lemooottttt bgtt loadingnya,0
suka sekali shopee,0
tim shopee mohon baru lagi shopeenya tekan apa apa tiba tiba langsung shopee lagi nonton tiba tiba masuk shopee lagi iklan pun tiba tiba masuk shopee rasa ganggu mohon baik hal seperti agar makin sulit kami,0
alhamdulillah barang dtng selamat barang bagus sangat puas mantappppp,1
kurir utama spx gada sopan blasss,1
udah mles mau belanja shope udah brapa hri pesann sya nyampek nyampek mlah dlam proses hantar trus ujung batal sendiri mlah belanja lagi,0
aplikasi bagus belanja sini barang sesuai pesan sedikit masuk kirim klau cepat lagi,0
costumer tahun aktif belanja sampai dapat platinum akun sekarang kecewa bijak shopee ada biaya subtotal khusus ukur barang besar berat rasa ongkos kirim tera rupiah hanya tarik minat saja pas lihat total akhir mahal biaya khusus sampai ribu rasa ingin alih apk belah malas belanja shopee maaf belum hanya keluh,0
jauh sangat bantu,0
game sengaja bikin kalah udah plek ketiplek block blast sistem bodoh pokok game jelek top tempat lain masa harus shopee pay,0
suka belanja sini suka kasih free ongkir kalo pun kembali dana cepat proses asal kan prosedur minta kita lengkap,0
kalo buat iklan jangan maksa,0
sedang coba masuk,0
belanja shope nyenangkan promo tarik tiap hari,1
okeee good,1
barang sampai terima kualitas sangat bagus,1
moga soppy baek depan peduli dgn dreper pelit sma ordran,1
aplikasi sebennya bagus tapi sangat kesal iklan nyaa tiap mau buka web file iklan shopee selalu saja mohon kurang iklan terimakasih,0
belnja mudah cepat banyak promo discount tarik shopee the best pokok,1
sering sekali belanja online karena malas keluar beli apa,0
harga murah murah gratis ongkir lohh,1
mantap bagi bgt mesen gratis ongkir,1
banyak vidio tampil seller sesuai sama jual,1
aplikasi olshop baik suka banget sama layan tim tim shopee ramah cepat dalam tangan masalah sehat sehat terus kalian,0
puas,1
kenapa shopee sekarang ubah pilih beberapa produk pas malah malah paksa nambah pesan lagi jangan kayak gitu lah tolong benah,0
ada shopee rasa sangat bantu,0
sangat muas sukses selalu,1
sdh percaya puluh tahun,0
kenapa opsi kirim bms lifepo anggap produk bahaya hanya bms tanpa baterai,0
sangat bantu gan reureus pis sae naon pikahayang sadayana aya dieu teu masuk artosna kedah seueur artos sagala aya tinggal pencet langsung kirim amanah,1
min tulung dong cicil bln pecah kita bayar berapa saja kurang beban tiap bulan lunas seperti toko belah trimakasih banyak,0
tolong dong tambahin bayar lewat qris shopeefood biar enak langsung scan aja cocok buat kaum cash punya shopeepay macam,1
cukup puas layan shopee,1
aplikasi sangat bantu dalam hal niaga,0
kenapa gabisa checkout barang kata promo guna silah guna promo lain ganti tetapi masih sama saja,1
mudah semua butuh,0
buat belanja oke,1
udh kecewa banget skrg barang sering stuck ekpedisi kalo masalah kurir masih cht kurir masalah barang stuck ekpedisi kirim kirim barang udah bulan blm kirim total udh mah dikit dikit kena blokir kena blokir padahal gapernah return paket lama lama muak bgt,0
sangat guna terimakasih,1
knpa suka ngebatiln pesan sendiri sih,0
woila min gua satu lag gara iklan shope tiap lewat iklan pasti otomatis gua langsung pencet padahal download apk satu,0
guna fitur suka produk apa sih kok masih muncul terus barang,1
tolong baik lagi mitra expedisi barang sampai tapi gak kirim barang malah balik lagi jual malah bilang tolak beli,0
bagus banget pesan shope soal banyak diskon,1
selalu beri layan baik tetap jaga nyaman langgan,1
belanja shopee klo barang diskon toko malah ngebatalin produk kita pesan mending usah diskon udah nungguin hari malah cancel,1
bintang aja meski sering belanja sini jalur udah ubah harus udah sampai harus tunggu lagi hari lagi,0
jauh masih nyaman,0
gimana sih shopee emg pernah retur barang sekitar dua bulan lalu barang gabisa cod maklumin tapi udah kali belanja non cod tetap gabisa cod ibu sering retur barang tapi cmn bbrp kali aja belanja non cod habis lagi knp gabisa padahal jarak retur barang udah dua bulan lalu,0
sangat bantu cuma sayang cuma karna lupa bayar paylater kali trus udah engk kabulin lagi pinjam gimna,0
shopee sekarang makin ngga jelas paket sya harus udah datang malah ngga datang datang,0
murah murah dapat gratis ongkir,1
kirim sekarang lama,0
apk kalo main game tiba tiba muncul sendiri udah uninstall pun masih arah website karna sistem affiliate resah bgt tuju apa begini,0
banyak promo kecoh guna app promo nasi gudeg telah chekoot nyata kita baru bayar beli potong aja beli voucher potong aja beli vocher pakai,1
mantap keren,1
good top markotop,1
gak tau kenapa tapi log lama banget kira kira jam afk tolong sistem log bagus lagi padahal jaring udah bagus,0
tolong benar akun agar dapat kembali belanja,0
garansi tepat waktu tdk nyata hanya dar embel embel guna,1
lama belanja barang muas,0
banyak diskon tarik,1
sukaaa bangett udhhh ribet lagi dehh buatt pesan barangg apa,0
belanja shopee sengaja pilih opsi kirim instan harap barang cepet sampai eehh malah gak dapet kurir sampe hari gimna aplikasi besar shopee kurir ajj susah bikin langgan kecewa jadi gak cuma sekali sangat sering jadi,1
batal konversi batal paylater begitu klik nominal jauh beda,0
makin hari makin lelet bukan makin hari cepat malah pesan banyak cencel lalot waktu tiba tanggal ubah lagi ubah lagi terus sampai mei aneh shopee sekarang,1
keren mantap walau kadang nakal dagang,1
puaaaas banget banding app sabelah,1
maksa banget kenapa sih iklan mulu mana hapus susah lagi,0
bagus ubah jadi praktis unboxing,1
waduh aplikasi gimana juueellleeknya kebangetaan tapi boooongan sangat bantu shopie sukses terus,1
shoppe indonesia sesuai produk apa kita pesan sini ayo beli shopee,1
hei cara shopee ngebug mau uplod foto muncul scensotan terbaruuu,1
bagus sekali,0
cepat amanah,1
buat checkout work,1
tolong pihak shoppe adakan lah kurir antar,0
belanja mudah barang apa saja walaupun masih beberapa hal harus dperbaiki,0
awal kira klo shopee mahal harga tapi emang sesuai layan barang jarang kecewa show klo sen shopee jangan pilih barang harga terlalu murah takut nyesell moga shopee terus,1
bukan baik cepat jasa kirim malah estimasi buat jauh lama padahal jarak harus jauh,0
sdh brtahun pay later trlambat smpai skg udah tahun msh blokir anda tdk membutuhkn aplikasi sprti sangat buruk,0
gimana cara ngblokir seler tolol,0
aplikasi nyaa bagus tapi kenapaa akhir akhir pesan suka lambat terus datang padahal lagi butuh banget sama barang,0
belanja mudah tanpa susah payah,0
aplikasine jan koyok telo tenan saiki kirim molor molor sering dibatalno alasane gak jelas,1
makin hari makin ngeselin makin jelas aja apk kirim makin lelet sering batal,1
mohon maaf min kok sekrang shopee suka lot tiap mau masuk produck belanja knapa,0
layan sangat buruk,0
sangat puas ada shoope muda belanja tanpa keluar rumah,1
kenapa sekarang makin lelet kirim shopee terkadang hari lah maksimal kirim pulau jawa ntb lama banget sekarang,1
harga layan sangat muas,1
kecewa sama shopee belakang order stuck delay hari hari solusi beri kerja baik salah jalur dll kecewa sih padahal sering order sini tapi beberapa waktu sangat kecewa,0
alam sampai saat layan bagus cepat tepat waktu tingkat terus baik,1
sukses selalu,1
sistem shopee soal deteksi sering eror bahkan banyak nasabah shopee saldo hilang hangus bisnis rintis kami hancur gegara deteksi dll deteksi udah ngawur eror alas lindung nasabah tipu tapi kenapa saldo uang hasil nglapak shopee food malah raib ambil tabung koin buat checkout deteksi hangus buat apa shopee jika tanpa koin sampai kini akun blokir spam,1
bagus sangat bantu buat butuh hari hari moga makin utama tepat waktu,1
transaksi hasil saldo emas digital masuk dalam rekening,1
mudah cari lengkap apa spaylater bisasa bayar bulan depan atau kredit kar blom cukup uang utk cod trmksh shopi smoga makin maju sukses,0
recommended banget bunga spinjam sama spaylater kecil banget nyesel deh kalo instal applikasi,1
semua mudah,0
saran mas mas kurir suruh pake motor king biar cepat,0
ribet iklan,0
kenapa voucher gratis ongkirnya gak dipake,1
akhir akhir belanja sering banget datang sesuai,1
aduh kenapa nih makin sering update koq sekarang malah gak buka keranjang belanja,1
ada aplikasi gampang belanja,0
ngotak dikit lah bikin iklan tipu mulu,0
tolong kak napa gak cod lagi padahal pesan selalu ambil,0
capek ngumpulin koin buka nambah malah kurang jumlah besar pula terus main gamenya dak asyik buat main shopee hebat dia lewat per level sekali main,0
iklan buat suka shopee,1
shopee tolong dong iklan baru buka wattpad bentar udah pindah aplikasiii pliss shopee,1
bagus hanya saja iklan aplikasi nyebelin banget bandel banget kalo mau close iklan sangat ganggu iklan,0
good,1
oke kdang lag,1
aplikasi shopee sangat bagus perlu seperti cari barang instan jika ingin tunggu sangat lama sungguh worit download aplikasi sedia semua segala barang seperti bahan motor lain lain barang medis seperti perban obat obat,0
shoppe knpa sii kan mau barangg tpi pass mau ngeaccept barang malahh muncul tulisann kode promo guna jika anda ttp lanjut bayar akun anda akan blokir padahal udah jelas belum pernah makee voucherr kalo emg gabisa pakai vouchernya gaush ngasi klo gnti pake voucher lain harga malah makin mehong ngeselin bgt contoh harga awal rbu trs pas mau accept mlh gabisa muncul tulis atas tlg baik,1
sistem bego sekarang ganti sama mana nggak lapor lapor lama sekali pakai masak voucher belok pernah klaim nggak pakai,1
bingung entah knp paksa upgrade shopeepay plus kesal harus pake ktp mungkin besar disalahgunakan pdhl lama pake shopeepay lancar saja belanja,0
shopper video bikin pusing,1
fitur kembali barang dana kurang kirim gambar bukti harus minta dulu beli malah kembali langsung tolak barang gak fungsi harga mahal lagi,1
kurang nyaman deskripsi,0
aplikasi terlalu berat lokasi tolong rata,0
maaf guna baru dishopee tapi banyak dengar lihat orang guna shopee unt belanja rata rata mereka puas barang moga puas bila belanja shopee,1
moga makin berkah kecewa langgan barang sesuai pesan agar minat shoopy makin tambah,1
mantap min udah ubah tapi kemarin beli paket ngk diskon khusus padahal udah lewat pakat saran agar teliti lagi dalam pantau min,1
suka pakai shopee cuma kok makin lama makin banyak toko jual barang palsu bener mirip nama tipu tolong shopee seleksi toko jual barang palsu rugi konsumen,1
sangat senag aplikasi,0
shopee kecewa percaya mau balikin barang cacat mala dapat notifikasi barang dapat kembali uninstall uninstall,0
belanja aman banyak promo kirim cepat,1
segera pisah shopee belanja sama shopee seller,0
aplikasi marcket bagus,0
sangat tolong aplikasi shopee belanja online bagi kaum rebah seperti harga kualitas ragu lagi terimakasih shopee sukses terus,1
very good,1
jam sampe jam gak dapet driver udh coba nan beberapa kali ttp gak dapet sampe batal sistem udh gila shopeey makin aneh,1
pihak shopee tegas kepada pihak kurir jasa kirim krn sering alami kirim pesan tunda alas benar bahkan sering lapor tentang masalah sebut tapi jawab hasil seperti harap,1
sopi diem nggak lagi enak baca tiba tiba muncul kagak pencet tiba keluar sendiri terus buka sopi duit udah banyak nggak usah iklan lagi,0
saangat bagus aplikasi belanja online baik menuru lama,0
makin gile skrg iklan klik pun masuk shopee uninstall,0
aju kembali dana krn barang tdk lengkap kirim alhamdulillah tuju dgn cepat oleh shoope tks shoope,1
muas banyak diskon,1
aplikasi benar sangat guna manfaat respon sangat baik bagi guna cepat amanah tanggung jawab,1
kenapa batal cara pihak tunggu lama malah kembali jual pemberitahuan pun gak harus sampai dulu beli mau retur atau,0
utama jual jujur foto terang sesuai,1
makin lama kirim paket shopee makin lama dtang dlu biasa paling lama udh smpai skrg udh smnggu pun blm dtang tlong prbaiki lagi,0
lumayan bagus tapi kalo promo suka habis,1
kocakk sekarang mesen makan shoppe kalo nyampe pasti dingin drivernya bilang sen gabung apa kaga ngerti,1
sungguh kecewa shoope pinjam bunga sangat tinggi gak masuk akal jangan sampe rekan coba spinjam sangat tinggi bunga,0
kualitas baik,1
ekspedisi spx express tukang rampok kedok ekspedisi barang biasa kirim aman aja pakai ekspedisi lain aman aja berat volume sesuai tiba pake spx dikenain selisih ongkir alas volume sekali motong otak bikin minus kalo komplain jawab kyk orang sableng aja selesai masalah hati hati aja kalo mau rugi udh rugi potong gede rampok sama ekspedisi spx auto bangkrut punya usaha,0
bagus sekali,0
moga murah,1
ngapain sih hah tiap kali gua buka wattpad selalu nongol pdhl gue ngeklik usah ganggu bikin gak mood,0
terimakasih shopee mantapp,1
isi saldo topup shopee dana lalu bank namun saldo masuk akun shopeepay padahal transaksi bank hasil baru kali kecewa alami seperti padahal saldo lagi pake urgent,1
kadang puas kadang gak,1
bagus tapi tambah banyakin lagi diskon besar beli atas soal beli sini jual lagi,0
dah beli shope plus nyata terlalu nguntungin banget untung lain gabisa pake cuman gimmick,0
buat admin tolong ikan situs jaring stabil,1
pesan selalu batal padahal udah dekat desa malah selalu batal tolong benerin lagi milik gudang,0
susah dapar driver saat hujan layan shoope expres sangat jelek,0
hati indikasi aplikasi buka pihak tanya spx benowo sby arah nomor shopee dgn mudah tahu aplikasi dll arah utk jumlah uang via virtual account mulai curiga kata utk mengkaktifkan ambil barang lokasi harus aktif pinjam untung tdk lanjut alas hanya utk hindar uang masuk otomatis mhn aplikasi bnr hubung aplikasi besar tdk hati dlm transaksi,0
coba pikir reseller belanja jual shopee kena potong shopee mampus aja reseller,0
tambah suka cepat respon,1
halo kak kena tipu mengatasnamakan nama shopee dia ngechat lewat shopee kak lalu akhir dia ngambil spaylater mana malah milik tagih kak tolong banget pihak shopee batal saja kak tolong balas,0
bagus tak kasi bintang aja karna bintang hotel tapi aplikasi bagus suka mudah mudah suka hadap aplikasi lama,0
barang sesuai kirim tepat waktu,1
mudah aman,1
belanja onlen mudah amanah shopee,1
makin baik,1
soal kirim expedisi terlalu tele tele sangat lambat capai minggu tolong baik lagi kirim terimakasih,0
driver shopeefood pada mana cuma bales template apalagi rena hadeh kaya kaga niat kerja cuma template doang problem solving shopee harus banyak lagi biar antri lama udah prioritas tetep lama sampah bgt cari kualitas jgn mental template chat doang,0
aplikasi jelas mau belanja ngak bayar cod ngak mau skor jangan begitu barang sampai nilai sesuai apa datang memang aplikasi bgu mohon jangan begini bayar cod mohon buka kasi bintang biar liat,0
karang aplikasi shopee buka pesan pesan lagi,0
makin kesana makin aneh lama guna aplikasi tapi makin nga jelas cari apa keluar lain jelas gambar nama begitu tekan mau buka muncul lain anehh,0
tolong baik sistem shopefood karna masuk akal ktika customer order kurir dapat order alamat beda harus jam smpe rmh jam org mau makan jga udh gak nafsu emosi,0
luas jangkau,1
aplikasi sagat bagus bantu moga ganti lagi,0
pliiis shopee gausah muncul waktu lagi baca wattpad sumpaah iklan ganggu bgt enak enak baca tbtb buka apkmu sumpek tau,0
aplikasi baguss sekali,0
bagus tapi lumayan banyak tipu dalam harus bijak pilih turut tipu block permanen aja,0
skarang fitur chat jual gak bales doang padahal barang belum tentu etalase ready,1
hapus double order driver bikin orang nunggu jam buat ngambil oderan belum sangat tida efesien untung beli sangat megecewakan harus cancel beli jika sen terlalu lama keresto atau ganti driver jika driver terlalu lama order lama,0
bagai jual sangat kecewa sistem shoope tuju kembali barang kita jual mudah meski tanpa bukti kuat beli sperti ada video unboxing ketes barang tiba beli aju kembali aneh pihak shoope langsung acc kapok main shoope hanya shoope beli nakal kasi panggung saat alih apk lain buat baca komentar klw jual apk shoope baik pikir dlu,0
baru pake shopee,1
mantap mudah guna,1
harus shopee sedia kurir saat kirim alamat terima,0
kenapa tiap ngirim pesan lewat shopee driver selalu gagal padahal sinyal bagus titik mesan tepat akurat selalu meleset tolong baik,0
apk bagus harga barang wortid real namun kecewa iklan,1
hay shopee tolong dong cod aktif kami ngetur barang toko kalian asal ngirim barang perhati pesan konsume kami pesan apa datang lain masa kami harus tetap terima adil dong kami tetap bayar sesuai spayletter susah harus byr bulan depan mau nyicil,0
gkan alih app lain,0
shopie keren moga selalu konsisten,1
aplikasi sangat bagus,0
terimakasih shopee emak sangat senang diskon telur banyak diskon bahan pokok karna skrg semua hrga naik diskon sembako emak sangat bantu,1
bana makin mudah scopy,1
kirim shoppee lamban bener harus cantum kurir biar kita tau posisi,0
tingkat kan lagi aplikasi kuat makan jaring,0
tolong buka mata hati jangan suka bodoh orang lain takut cepat mati kena karma,0
aplikasi bagus,0
iklan ganggu anjir malah muncul layout layar depan usah kaya virus,0
bagus banyak promo pokok cintah deh sama shoope,1
tmpt blnja praktis ditmbh kan pilih produk lokal trmksh,1
murah kadang kadang kasih voucher diskon lain lain,1
barang lama nyampe jir kadang dateng dateng,1
alhamdulillah jauh shopee byk bantu butuh klrg bagai mudah voucher limpah smg smakin byk harga ambyar bantu rakyat indonesia masa sulit spt thx yaa,1
good belanja shopee lama lancar lancar saja aman yakin shopee terus sukses maju terus,1
customer service semua lambat ramah jelas sulit erti kalo misal kita salah paham yowes salah kita bukan salah padahal jawab mereka semua template,0
banyak diskon apalagi kalo akun baru shopee the best,1
keren puas,1
sangat baik walaupun suka patah hehehe,0
shopee pasti hati,1
beli produk aplikasi guna,1
bagusssssss bangett,0
mantap sofi tempat belanja online sangat bikin mudah beli apa kecuali jodoh,0
aplikasi olshop baik buat gua,0
sulit,0
langgan setia shopee tahun tahun layan shopee jelek spx utama pesan paket kirim instan shopee food sering batalin beli paket shopee food gara gak driver spx pick pesan pesan shopee food restoran gak jauh rumah resto banyak promo tapi drivernya gak,1
cepat respon toko rata amanat,1
baguss enak klo mau beli apa apa,0
shopee memang percaya suka banget belanja shopee layan muas,1
sangat mudah cari barang agak sulit dapat toko dekat,0
puas belanja klo gak cocok kembali,1
belanja shopee sangat muas baik harga barang maupun kirim,1
iklan bikin game crash mulu harus ulang lagi,0
shopee memang top,1
lot poll,0
gausa lah banyak iklan alay kampung ganggu tau kau,0
flapon belanja amanah,1
kecewa sekarang tangan masalah enggak kaya dulu barang sampai jamin uang kembali sekarang banyak prosedur jamin uang kembali kurir banyak tipu,0
shopee tolong cerdas lagi update kirim tentang barang kembali jual jangan barang kembali tapi update masih kirim terus tolooll,0
apk belanja online memang bagus tapi iklan apk sangat buruk boleh saja mau promosi apk lain tapi jangan sampai bawa apk bikin makin buruk,0
kurir shopee songong mau antar paket,1
terima kasih naik limit min moga tiap sudah pakai spaylater limit nambah lagi sukses terus shopee,1
wahh aplikasi suangat mantab,0
tiba cod,1
ribet bolak balik buat beli langkap banget beli shopee,0
shopee gak pernah gagal dlm belanja online,0
mantap senang tangan shoppe cepat tepat,1
sangat keren baik,1
tolong admin nagih gak jelas padahal guna paylater sama sekali dab bahkan belum pernah pinjam dana shopee bayar barang belanja shopee tolong besar ridho akan hal jadi kepada,1
aplikasi sangat lambat cair pinjam sangat lama ribet,0
kenapa shoppe sekarang sering ganggu kembali halaman utama kata,1
aplikasi bagus sangat bantu responnya cepat ingin beri masuk sedikit tim shoppe serta tim kurir agar teliti kena kirim paket agar kirim lancar aman percaya agar kecewa para beli kirim paket harus sesuai tanpa cacat hanya itu kami harap terima kasih atas kerja sama,0
tolong dong pada saat beli barang guna shopee paylater kenapa masa tenggang tanggal bulan depan padahal beli bukan tanggal tetapi tanggal tolong dong pihak shopee nggak ubah masa tenggang tanggal sesuai sen bulan depan soal belum gaji tanggal segitu plisss mah yaaa,0
bagus jdi gampang belanja gratis ongkir lgii,1
shopee kna blokir bagaimana buka lagi,0
sangat manfaat cuma akhir akhir sering ngeleg,1
mas sulit mengcancel order lambat,0
selalu puas belanja shopee,1
kemaren sempet komplain masalah voucer gratis biaya ongkir guna transaksi dalam satu provinsi estemasi sampai hari biasa hari sampai komplain lalu instagram respon cepet tangan baik akhir barang sampai hari thanks shopee tambah baik lagi layan jangan nunggu komplain dulu sukses terus senang transaksi lalu shopee,1
enak belanja dishopee rata rata gratis ongkir kirim cepat,1
mantab banyakin promo guna dong supaya dipake gak hangus utama gratis ongkir diskon tolong toko sdh aktip toko hoax delet aja,1
baik lagi ekspedisi masuk lama sekarang masa kalah sama belah udh sekian kali waktu speak,0
terimakasih shoope sangat sangat mmbantu mudah kita belanja sukses slalu,1
mudah cari barang kita butuh,0
benar suka sama shopee tapi minus turut paket terlalu sering stuck kata hari sampai alamat malah nunggu besok,1
sangat puas,1
belum beri bintang satu paket nyata terima namun barang sampai saya namun responnya cepat baik aplikasi seluruh bagus,0
sya kasih bintang kle bagus tambah lagi,0
kasih waktu lama batal pesan,0
belanja puas sedia bagai macam butuh keluarga terimakasih shope,1
terimakasih shopie belanja mudah layan care custumer baik untung,1
sangat puas pakai shopee dah aja,1
mudah dalam belanja butuh rumah,1
aplikasi shopee semua cari sini harga variasi banyak discount gratis ongkir belanja mudah tingkat kan lagi layan tagih pulsa terima kasih,0
mantap kecewa,0
klu kredit bulan atau tahun,0
sukakk banget sama shopeeeeeeeeeeeeeee,1
masa anak beli sepeda bmx datang malah axxil udah kali loh menang datang malah beda beda,0
shopee makin kereeeen,1
selalu dapat barang tepat waktu bayar mudah kualitas barang bagus cepet buru dear sasa,1
belum kemas barang mau kirim cek kembali kita mesan datang supaya langgan senang kirim kurang bagus kadang barang kita pesan kita ambil,0
ngeselin iklan,0
telah update pesan tiba alamat uju klik pesan selesai cuma aju kembali lacak harus ngunggu pesan akan selesai estimasi tgl tentu jdi lama malah numpuk notip pesan dikirm,0
produk sangat bagus muas mudah mudah toko selalu amanah percaya makin banyak lagi langgan,1
belanja online murah praktis,1
smua barang perlu sini paling bahagia saat dapat voucher free ongkir belanja sini paling suka live krn barang sesuai,1
apa dah produk langgar kok toko perangkat langsung blokir permanen harus kasih poin penalti dulu terus fungsi point penalti apa coba gak semua jual paham produk mau diupload masuk langgar,0
kok download jir aplikasiny,0
ongkir gratis,1
barang sampai aman bau wangi,1
sistem cod jangan buat angel pak buk,0
jauh sih lumayan lah aplikasi shopee cuman mau tanya kenapa ktp pakai,0
top markotop,1
login udah make whatsapp harus make email segala email lama aktif mau aktif kembali cukup info harus udah make nomor telpon udah atau menu ganti email ribet banget chat harus baik akun sebut akun aja buka,0
pake aplikasi shopee memang murah cepat pula pokok gak nyesel,0
sejak punya aplikasi mau cari barang enga usah pergi jauh tingal nunggu pesan sampai soksis selalu shopee saran kalu kurang iklan derama pindik pokus barang jual toko aplikasi makasiiihhh,0
sangat cocok sangat manfaat,1
lagi buka aplikasi lain kenapa malah tiba tiba shopee heyhey kalo mau ngiklan sesuatu jangan lebih deh walau suka pakai shopee tapi ganggu sama iklan shopee padahal ngga pencet apa apa tapi tiba tiba aplikasi shopee lebih banget feh fantash,0
satu kata puas,1
tolong developer kalo iklan usah maksa kita mau tetep aja suruh masuk aplikasi tolong ilangin rasa maruk kalian,0
kalo mau buka tagih pulsa data lot jam buka,0
pilih jasa kirim sameday instan buat pas chekout lngsg ubah bsk lusa makin sering belanja malah layan jasa kirim malah mau mending hapus ajh pilih jasa bgtu reguler saja semua sya keluar uang libih buat pilih jasa bgtu pas chek out wkwkw bsk,1
busuk,0
posisi ciracas tapi malah kasihny hangry barat buset dah bener,0
alhamdulillah shopee market place percaya insya allaah jika komplain fast respons selain harga shopee cenderung murah banyak voucher sehingga hemat keluar atau produk jual lagi cara offline,1
gitu mahal,1
kasih bintang full tapi tolong ketat lagi aplikasi soal beberapa kali chat ngaku shopee kalo akun blokir harus klik link dia kirim sih udah tau tipu tapi kalo awam bagaimana istri pakai shopee soal,0
utk merk suka pas puas,1
murah riah harga shopee,1
